s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
 4.2363610E+000, 2.6246350E+001, 4.5688710E-017,-2.6903097E-002, 7.1767157E+001, 4.7246588E+000, 4.1377130E-003, 2.0376533E+000, 3.6387248E+000, 8.2092394E+001
 4.4484513E+000, 2.6549735E+001, 9.6795060E-017,-4.4576073E-002, 7.3140776E+001, 4.7465931E+000, 1.4703534E-002, 2.0601925E+000, 3.6462530E+000, 8.5662528E+001
 4.6605416E+000, 2.6844225E+001, 1.7024733E-016,-9.2833352E-003, 8.7889943E+001, 4.8294068E+000, 4.5378068E-002, 2.0349384E+000, 3.6492762E+000, 8.8595175E+001
 4.8545045E+000, 2.7125560E+001, 3.3930414E-016, 1.5252635E-002, 9.5734228E+001, 4.9205981E+000, 1.3416640E-001, 2.0320523E+000, 3.6578042E+000, 9.2169345E+001
 5.0455671E+000, 2.7409870E+001, 5.6865563E-016, 1.0696320E-002, 9.6366524E+001, 4.9648283E+000, 3.5141438E-001, 2.0612531E+000, 3.6546781E+000, 9.4627440E+001
 5.2489563E+000, 2.7624185E+001, 1.0156270E-015,-7.1869650E-003, 9.4671970E+001, 4.9790757E+000, 8.1144482E-001, 2.1011279E+000, 3.6511651E+000, 9.7726628E+001
 5.4659048E+000, 2.7847439E+001, 1.6444332E-015,-2.4761205E-002, 9.1776576E+001, 4.9984458E+000, 1.6955442E+000, 2.1589420E+000, 3.6419176E+000, 1.0021261E+002
 5.6150569E+000, 2.7972467E+001, 2.5801700E-015,-5.4345867E-002, 8.6044788E+001, 4.9985803E+000, 3.0206617E+000, 2.2287789E+000, 3.6431404E+000, 1.0268966E+002
 5.8387850E+000, 2.8216003E+001, 4.1898817E-015,-8.4457691E-002, 8.1524601E+001, 5.0141292E+000, 5.1204153E+000, 2.3275643E+000, 3.6373738E+000, 1.0511586E+002
 6.0625131E+000, 2.8481579E+001, 4.2884074E-015,-6.8137258E-002, 9.2370493E+001, 5.0750958E+000, 8.9237356E+000, 2.4093113E+000, 3.6475138E+000, 1.0802699E+002
 6.2116651E+000, 2.8767448E+001, 5.6037789E-015,-1.8924137E-002, 1.0722204E+002, 5.1806225E+000, 1.4273482E+001, 2.4755555E+000, 3.6322851E+000, 1.1090969E+002
 6.4353933E+000, 2.8971255E+001, 9.2424457E-015, 8.0869930E-003, 1.1559013E+002, 5.2641034E+000, 2.3247837E+001, 2.6589801E+000, 3.6416686E+000, 1.1380146E+002
 6.6591214E+000, 2.9754966E+001, 1.4802929E-014, 2.1634982E-002, 1.2130183E+002, 5.4502253E+000, 3.6294193E+001,-2.7820441E+001, 3.7422816E+000, 1.1648870E+002
 6.8082734E+000, 3.0648194E+001, 2.3107121E-014, 1.8277371E-002, 1.2390574E+002, 5.6650274E+000, 4.8158255E+001,-4.6523034E+001, 3.8868522E+000, 1.1990574E+002
 7.0079467E+000, 3.1619341E+001, 3.7390189E-014, 2.2603183E-002, 1.2814983E+002, 5.9175018E+000, 5.8887988E+001,-5.4614589E+001, 4.0486160E+000, 1.2361523E+002
 7.2076199E+000, 3.2854950E+001, 5.9444583E-014, 2.6545523E-002, 1.3298330E+002, 6.2232811E+000, 6.6496201E+001,-6.2551311E+001, 4.2461028E+000, 1.2703950E+002
 7.4578370E+000, 3.4338054E+001, 1.1351069E-013, 3.8044888E-002, 1.4098904E+002, 6.5848751E+000, 8.9651241E+001,-7.3659777E+001, 4.4770279E+000, 1.3244125E+002
 7.6334894E+000, 3.5797338E+001, 2.2184325E-013, 4.3759656E-002, 1.4691319E+002, 6.9133703E+000, 1.1457365E+002,-8.0877708E+001, 4.6803544E+000, 1.3787214E+002
 7.8091419E+000, 3.6840686E+001, 3.5449321E-013, 4.3917041E-002, 1.5106520E+002, 7.1580173E+000, 1.1251759E+002,-8.5342100E+001, 4.8155883E+000, 1.4128220E+002
 8.0433451E+000, 3.7891128E+001, 6.8153149E-013, 4.9243280E-002, 1.5746599E+002, 7.4321161E+000, 1.1008155E+002,-8.9971260E+001, 4.9632244E+000, 1.4662880E+002
 8.2042705E+000, 3.9077971E+001, 1.3117260E-012, 7.3003040E-002, 1.6777279E+002, 7.7144885E+000, 1.2340568E+002,-1.0008392E+002, 5.0994753E+000, 1.5137532E+002
 8.4090197E+000, 4.0117750E+001, 2.3226173E-012, 7.7759685E-002, 1.7220850E+002, 7.9765716E+000, 1.5286126E+002,-1.0912726E+002, 5.2283447E+000, 1.5586104E+002
 8.6137688E+000, 4.1108577E+001, 4.3705766E-012, 6.3046930E-002, 1.7332733E+002, 8.1952463E+000, 2.0234781E+002,-1.1725799E+002, 5.3308230E+000, 1.6060435E+002
 8.8185180E+000, 4.2229880E+001, 8.1286716E-012, 5.6790313E-002, 1.7769899E+002, 8.4349010E+000, 2.3807905E+002,-1.2183036E+002, 5.4720427E+000, 1.6548582E+002
 9.0232671E+000, 4.3098355E+001, 1.5016323E-011, 5.6457646E-002, 1.8238225E+002, 8.6407181E+000, 2.0275158E+002,-1.1900534E+002, 5.5396142E+000, 1.7047848E+002
 9.2031733E+000, 4.3779774E+001, 2.7149747E-011, 6.1172812E-002, 1.8779276E+002, 8.7998993E+000, 1.8234782E+002,-1.2260243E+002, 5.5725782E+000, 1.7475126E+002
 9.4280559E+000, 4.4549589E+001, 4.8177353E-011, 7.3630433E-002, 1.9529442E+002, 8.9831953E+000, 1.9818263E+002,-1.3155112E+002, 5.6288316E+000, 1.7924398E+002
 9.6079621E+000, 4.5030828E+001, 8.4977725E-011, 6.4234556E-002, 1.9612624E+002, 9.1327262E+000, 2.5918396E+002,-1.3363756E+002, 5.6394053E+000, 1.8367667E+002
 9.8328448E+000, 4.5568962E+001, 1.4877720E-010, 3.9703648E-002, 1.9569841E+002, 9.2140117E+000, 3.0407561E+002,-1.3930085E+002, 5.6585124E+000, 1.8783645E+002
 1.0012751E+001, 4.6127439E+001, 2.4578125E-010, 2.9479787E-002, 1.9763711E+002, 9.3178025E+000, 3.0767010E+002,-1.4228966E+002, 5.6733668E+000, 1.9177075E+002
 1.0237634E+001, 4.6502430E+001, 4.0007933E-010, 1.7562718E-002, 1.9864059E+002, 9.4019389E+000, 2.8535583E+002,-1.4059540E+002, 5.6511532E+000, 1.9553270E+002
 1.0417540E+001, 4.6839716E+001, 6.4634192E-010, 4.3431518E-003, 1.9948873E+002, 9.4709076E+000, 2.9430557E+002,-1.4379018E+002, 5.6282761E+000, 1.9924069E+002
 1.0642422E+001, 4.7152840E+001, 1.0313156E-009,-1.0467702E-002, 1.9981230E+002, 9.5313131E+000, 3.2664137E+002,-1.4844593E+002, 5.5999500E+000, 2.0280519E+002
 1.0822329E+001, 4.7388490E+001, 1.5691986E-009,-2.1900735E-002, 2.0070727E+002, 9.5645614E+000, 3.4540161E+002,-1.4740166E+002, 5.5619884E+000, 2.0606576E+002
 1.1002235E+001, 4.7621086E+001, 2.2634785E-009,-2.8286764E-002, 2.0212221E+002, 9.6105307E+000, 3.3233118E+002,-1.5059893E+002, 5.5380028E+000, 2.0895492E+002
 1.1227117E+001, 4.7850715E+001, 3.3372072E-009,-4.8497964E-002, 2.0079310E+002, 9.6604487E+000, 2.8653884E+002,-1.4173437E+002, 5.4960448E+000, 2.1208951E+002
 1.1407023E+001, 4.7799566E+001, 4.9012837E-009,-5.9639551E-002, 2.0181754E+002, 9.6325747E+000, 2.4307853E+002,-1.3691070E+002, 5.4094314E+000, 2.1492659E+002
 1.1631906E+001, 4.7794018E+001, 7.0638928E-009,-5.6416309E-002, 2.0520327E+002, 9.6271076E+000, 2.5709732E+002,-1.4046579E+002, 5.3152852E+000, 2.1767818E+002
 1.1811812E+001, 4.7806300E+001, 9.7900388E-009,-6.2002665E-002, 2.0606029E+002, 9.6146391E+000, 3.1597097E+002,-1.4984074E+002, 5.2483861E+000, 2.2013560E+002
 1.2036695E+001, 4.8206919E+001, 1.3363890E-008,-7.5586729E-002, 2.0576920E+002, 9.7003149E+000, 3.6019594E+002,-1.5343595E+002, 5.2579736E+000, 2.2279952E+002
 1.2216601E+001, 4.8567722E+001, 1.8318006E-008,-9.7756615E-002, 2.0357874E+002, 9.7693255E+000, 3.2035836E+002,-1.4916333E+002, 5.2621341E+000, 2.2569576E+002
 1.2441484E+001, 4.8750215E+001, 2.5125057E-008,-1.1768767E-001, 2.0240189E+002, 9.7759237E+000, 2.2101492E+002,-1.3807461E+002, 5.1986889E+000, 2.2829621E+002
 1.2621390E+001, 4.8642406E+001, 3.3475156E-008,-1.0907926E-001, 2.0711309E+002, 9.7462034E+000, 2.2809496E+002,-1.4236969E+002, 5.0985962E+000, 2.3059173E+002
 1.2801296E+001, 4.8757729E+001, 4.2906056E-008,-1.0315062E-001, 2.1023426E+002, 9.7898609E+000, 3.0839077E+002,-1.5649990E+002, 5.0614331E+000, 2.3260241E+002
 1.3026179E+001, 4.9120119E+001, 5.5758491E-008,-1.1810705E-001, 2.0926421E+002, 9.8836733E+000, 3.7317229E+002,-1.6303729E+002, 5.0791101E+000, 2.3505436E+002
 1.3206085E+001, 4.9812998E+001, 7.3021971E-008,-1.3587570E-001, 2.0805601E+002, 1.0010189E+001, 2.9674630E+002,-1.5415720E+002, 5.1267208E+000, 2.3775744E+002
 1.3430968E+001, 5.0044660E+001, 9.6301823E-008,-1.3342178E-001, 2.1171865E+002, 1.0057122E+001, 2.2541621E+002,-1.4811508E+002, 5.0938246E+000, 2.4056819E+002
 1.3610874E+001, 5.0121444E+001, 1.2490205E-007,-1.1366986E-001, 2.1902856E+002, 1.0098988E+001, 2.9124803E+002,-1.6020671E+002, 5.0210243E+000, 2.4287729E+002
 1.3835756E+001, 5.0359505E+001, 1.6036641E-007,-1.1051258E-001, 2.2141917E+002, 1.0174542E+001, 4.0038805E+002,-1.7786427E+002, 5.0038282E+000, 2.4522236E+002
 1.4015663E+001, 5.0960743E+001, 2.0637167E-007,-1.2986512E-001, 2.1951360E+002, 1.0284663E+001, 3.9467094E+002,-1.7075905E+002, 5.0366908E+000, 2.4768983E+002
 1.4240545E+001, 5.1378958E+001, 2.6600242E-007,-1.3623868E-001, 2.2103352E+002, 1.0377149E+001, 3.8320545E+002,-1.6635251E+002, 5.0554464E+000, 2.5050132E+002
 1.4420451E+001, 5.1510216E+001, 3.3879164E-007,-1.3490400E-001, 2.2387074E+002, 1.0409048E+001, 4.1084033E+002,-1.6872639E+002, 4.9893323E+000, 2.5284990E+002
 1.4600357E+001, 5.1449220E+001, 4.1916385E-007,-1.4271685E-001, 2.2391903E+002, 1.0384989E+001, 4.1252718E+002,-1.7086207E+002, 4.9082773E+000, 2.5460586E+002
 1.4825240E+001, 5.1529513E+001, 5.2161802E-007,-1.4847595E-001, 2.2456797E+002, 1.0396054E+001, 4.1484024E+002,-1.7485674E+002, 4.8603340E+000, 2.5649138E+002
 1.5005146E+001, 5.1713019E+001, 6.4702955E-007,-1.6104053E-001, 2.2372429E+002, 1.0437438E+001, 4.1448995E+002,-1.7526289E+002, 4.8378275E+000, 2.5858709E+002
 1.5230029E+001, 5.1892525E+001, 7.9933104E-007,-1.8136807E-001, 2.2164439E+002, 1.0461012E+001, 4.1229625E+002,-1.7381274E+002, 4.8080646E+000, 2.6058153E+002
 1.5409935E+001, 5.2029975E+001, 9.7101555E-007,-1.8024926E-001, 2.2397850E+002, 1.0482699E+001, 4.1496111E+002,-1.7756672E+002, 4.7646517E+000, 2.6247869E+002
 1.5634818E+001, 5.2190231E+001, 1.1740673E-006,-1.8074958E-001, 2.2537597E+002, 1.0523739E+001, 4.1882236E+002,-1.8055644E+002, 4.7291996E+000, 2.6433974E+002
 1.5814724E+001, 5.2305925E+001, 1.4222364E-006,-1.9915761E-001, 2.2354880E+002, 1.0537081E+001, 4.1858248E+002,-1.7981473E+002, 4.6886719E+000, 2.6617660E+002
 1.6039607E+001, 5.2527130E+001, 1.7134084E-006,-2.0383154E-001, 2.2426437E+002, 1.0574071E+001, 4.2046227E+002,-1.8616923E+002, 4.6694762E+000, 2.6801305E+002
 1.6219513E+001, 5.2743052E+001, 2.0369262E-006,-2.0763303E-001, 2.2520641E+002, 1.0621229E+001, 4.2087664E+002,-1.8643384E+002, 4.6463663E+000, 2.6983144E+002
 1.6444395E+001, 5.2889208E+001, 2.4161115E-006,-2.1069986E-001, 2.2639376E+002, 1.0652847E+001, 4.2111683E+002,-1.8447855E+002, 4.6097724E+000, 2.7155709E+002
 1.6624302E+001, 5.3022843E+001, 2.8722877E-006,-2.1612560E-001, 2.2689723E+002, 1.0680294E+001, 4.2134004E+002,-1.8591711E+002, 4.5742729E+000, 2.7334042E+002
 1.6804208E+001, 5.3028699E+001, 3.3269516E-006,-2.2962889E-001, 2.2612528E+002, 1.0680921E+001, 4.2073547E+002,-1.8607860E+002, 4.5252560E+000, 2.7467241E+002
 1.7029090E+001, 5.3124676E+001, 3.9075904E-006,-2.2756559E-001, 2.2816479E+002, 1.0700479E+001, 4.2120213E+002,-1.8938911E+002, 4.4780542E+000, 2.7623626E+002
 1.7208997E+001, 5.3211947E+001, 4.5308128E-006,-2.4555623E-001, 2.2618649E+002, 1.0727377E+001, 4.1999490E+002,-1.8504899E+002, 4.4433135E+000, 2.7768038E+002
 1.7433879E+001, 5.3256712E+001, 5.2242366E-006,-2.6137798E-001, 2.2561219E+002, 1.0739901E+001, 4.2000984E+002,-1.8717444E+002, 4.3974387E+000, 2.7898798E+002
 1.7613785E+001, 5.3366350E+001, 6.0182050E-006,-2.5788933E-001, 2.2799199E+002, 1.0764011E+001, 4.2368332E+002,-1.9193125E+002, 4.3719540E+000, 2.8046983E+002
 1.7838668E+001, 5.3561267E+001, 6.9247435E-006,-2.5001899E-001, 2.3017865E+002, 1.0808269E+001, 4.2598429E+002,-1.9599138E+002, 4.3451211E+000, 2.8200314E+002
 1.8018574E+001, 5.3734915E+001, 7.9045769E-006,-2.8348269E-001, 2.2600436E+002, 1.0852864E+001, 4.2441204E+002,-1.8885116E+002, 4.3275707E+000, 2.8332565E+002
 1.8243457E+001, 5.3732868E+001, 8.9770805E-006,-3.0618670E-001, 2.2448264E+002, 1.0849236E+001, 4.2458724E+002,-1.8477771E+002, 4.2709903E+000, 2.8449163E+002
 1.8423363E+001, 5.3669267E+001, 1.0177549E-005,-2.9053883E-001, 2.2848369E+002, 1.0827122E+001, 4.2717815E+002,-1.9063244E+002, 4.2118805E+000, 2.8568412E+002
 1.8603269E+001, 5.3730290E+001, 1.1304170E-005,-2.7833189E-001, 2.3066657E+002, 1.0836632E+001, 4.3056537E+002,-1.9550906E+002, 4.1699869E+000, 2.8676214E+002
 1.8828152E+001, 5.3891740E+001, 1.2720519E-005,-3.0080314E-001, 2.2845672E+002, 1.0878261E+001, 4.3031728E+002,-1.9357239E+002, 4.1628766E+000, 2.8795981E+002
 1.9008058E+001, 5.4086807E+001, 1.4193897E-005,-3.1039671E-001, 2.2859419E+002, 1.0929690E+001, 4.3013362E+002,-1.9345610E+002, 4.1567725E+000, 2.8920082E+002
 1.9232941E+001, 5.4129369E+001, 1.5832194E-005,-3.1781602E-001, 2.2822194E+002, 1.0940609E+001, 4.3007313E+002,-1.9013464E+002, 4.1174645E+000, 2.9033498E+002
 1.9412847E+001, 5.4005789E+001, 1.7670173E-005,-3.4103222E-001, 2.2688601E+002, 1.0910180E+001, 4.2825724E+002,-1.8747901E+002, 4.0441418E+000, 2.9125318E+002
 1.9637729E+001, 5.4095341E+001, 1.9580198E-005,-3.0707631E-001, 2.3228292E+002, 1.0926854E+001, 4.3330588E+002,-1.9987215E+002, 4.0240123E+000, 2.9238996E+002
 1.9817636E+001, 5.4271819E+001, 2.1571274E-005,-3.1846661E-001, 2.3148999E+002, 1.0970460E+001, 4.3633791E+002,-1.9878257E+002, 4.0137731E+000, 2.9347561E+002
 2.0042518E+001, 5.4453213E+001, 2.3740271E-005,-3.4492422E-001, 2.2852050E+002, 1.1012538E+001, 4.3557315E+002,-1.9113327E+002, 4.0088637E+000, 2.9447967E+002
 2.0222424E+001, 5.4536794E+001, 2.6164973E-005,-3.4988817E-001, 2.2941048E+002, 1.1027119E+001, 4.3709233E+002,-1.9287053E+002, 3.9704434E+000, 2.9554303E+002
 2.0402331E+001, 5.4536703E+001, 2.8421443E-005,-3.4894906E-001, 2.3038021E+002, 1.1021413E+001, 4.4363929E+002,-1.9500719E+002, 3.9337316E+000, 2.9634717E+002
 2.0627213E+001, 5.4670370E+001, 3.1140416E-005,-3.4121257E-001, 2.3234888E+002, 1.1046238E+001, 4.5161806E+002,-1.9878225E+002, 3.9175834E+000, 2.9734768E+002
 2.0807119E+001, 5.4954283E+001, 3.3922391E-005,-3.4389609E-001, 2.3294691E+002, 1.1111473E+001, 4.5684111E+002,-1.9885666E+002, 3.9311296E+000, 2.9841993E+002
 2.1032002E+001, 5.5237810E+001, 3.7012577E-005,-3.3427682E-001, 2.3587350E+002, 1.1182872E+001, 4.6110503E+002,-2.0342251E+002, 3.9425194E+000, 2.9963363E+002
 2.1211908E+001, 5.5466085E+001, 4.0655868E-005,-3.2866704E-001, 2.3745745E+002, 1.1235383E+001, 4.6536065E+002,-2.0382450E+002, 3.9370872E+000, 3.0090689E+002
 2.1436791E+001, 5.5613844E+001, 4.4690979E-005,-3.4178097E-001, 2.3674548E+002, 1.1267118E+001, 4.6757154E+002,-2.0217448E+002, 3.9189965E+000, 3.0193119E+002
 2.1616697E+001, 5.5798648E+001, 4.8722047E-005,-3.3606862E-001, 2.3890297E+002, 1.1309904E+001, 4.7110253E+002,-2.0796499E+002, 3.9120710E+000, 3.0298757E+002
 2.1841580E+001, 5.6020179E+001, 5.3069423E-005,-3.2545664E-001, 2.4132219E+002, 1.1361146E+001, 4.7532375E+002,-2.1312459E+002, 3.9083465E+000, 3.0410077E+002
 2.2021486E+001, 5.6260866E+001, 5.8000503E-005,-3.4674333E-001, 2.3885702E+002, 1.1416025E+001, 4.7781539E+002,-2.0820726E+002, 3.9098625E+000, 3.0516151E+002
 2.2201392E+001, 5.6310043E+001, 6.2513616E-005,-3.6308838E-001, 2.3809768E+002, 1.1425663E+001, 4.7870306E+002,-1.9957474E+002, 3.8843522E+000, 3.0594726E+002
 2.2426275E+001, 5.6189632E+001, 6.7826097E-005,-3.3656439E-001, 2.4289919E+002, 1.1390341E+001, 4.8146185E+002,-2.0555214E+002, 3.8096206E+000, 3.0681360E+002
 2.2606181E+001, 5.6157835E+001, 7.3002345E-005,-3.3311827E-001, 2.4329795E+002, 1.1380461E+001, 4.8478095E+002,-2.1315072E+002, 3.7720647E+000, 3.0747063E+002
 2.2831063E+001, 5.6275982E+001, 7.8114645E-005,-3.6292152E-001, 2.3985888E+002, 1.1402727E+001, 4.8384825E+002,-2.0351021E+002, 3.7609753E+000, 3.0808689E+002
 2.3010970E+001, 5.6332540E+001, 8.3462761E-005,-3.5359042E-001, 2.4250322E+002, 1.1417238E+001, 4.8581602E+002,-2.0383607E+002, 3.7461523E+000, 3.0887731E+002
 2.3235852E+001, 5.6361747E+001, 8.9155562E-005,-3.4227195E-001, 2.4446017E+002, 1.1420403E+001, 4.8678981E+002,-2.0797057E+002, 3.7082487E+000, 3.0963812E+002
 2.3415758E+001, 5.6346131E+001, 9.4762752E-005,-3.6632967E-001, 2.4112427E+002, 1.1417404E+001, 4.8777544E+002,-2.0630613E+002, 3.6816164E+000, 3.1012401E+002
 2.3640641E+001, 5.6426176E+001, 1.0018183E-004,-3.6553683E-001, 2.4283706E+002, 1.1434796E+001, 4.9012415E+002,-2.0554922E+002, 3.6710633E+000, 3.1072661E+002
 2.3802251E+001, 5.6613604E+001, 1.0598150E-004,-3.3519729E-001, 2.4771038E+002, 1.1479216E+001, 4.9828987E+002,-2.1653238E+002, 3.6827916E+000, 3.1159872E+002
 2.4004264E+001, 5.6775550E+001, 1.1200895E-004,-3.4463112E-001, 2.4655506E+002, 1.1513307E+001, 4.9476233E+002,-2.1047588E+002, 3.6712197E+000, 3.1227848E+002
 2.4206277E+001, 5.6836127E+001, 1.1840134E-004,-3.5032760E-001, 2.4680494E+002, 1.1529564E+001, 4.9387252E+002,-2.1084459E+002, 3.6590224E+000, 3.1286075E+002
 2.4408290E+001, 5.6893220E+001, 1.2539785E-004,-3.4805413E-001, 2.4758680E+002, 1.1543724E+001, 4.9566432E+002,-2.1338033E+002, 3.6405009E+000, 3.1360242E+002
 2.4610303E+001, 5.6949578E+001, 1.3202163E-004,-3.4490148E-001, 2.4865170E+002, 1.1556617E+001, 4.9671168E+002,-2.1786156E+002, 3.6271614E+000, 3.1408489E+002
 2.4812316E+001, 5.7262379E+001, 1.3914554E-004,-3.6351971E-001, 2.4644868E+002, 1.1634143E+001, 4.9816814E+002,-2.1469099E+002, 3.6638215E+000, 3.1488707E+002
 2.5014329E+001, 5.7281902E+001, 1.4626277E-004,-3.6932243E-001, 2.4673596E+002, 1.1636621E+001, 4.9913234E+002,-2.1315494E+002, 3.6356788E+000, 3.1543866E+002
 2.5216342E+001, 5.7364006E+001, 1.5393961E-004,-3.5363977E-001, 2.4942622E+002, 1.1651382E+001, 5.0047984E+002,-2.2267459E+002, 3.6201870E+000, 3.1605775E+002
 2.5418355E+001, 5.7316255E+001, 1.6109775E-004,-3.6635231E-001, 2.4815063E+002, 1.1642200E+001, 4.9049763E+002,-2.2070437E+002, 3.5906303E+000, 3.1643107E+002
 2.5620368E+001, 5.7733449E+001, 1.6855859E-004,-3.5193005E-001, 2.5155141E+002, 1.1737930E+001, 4.9241342E+002,-2.2710653E+002, 3.6532022E+000, 3.1726787E+002
 2.5822381E+001, 5.7580759E+001, 1.7644633E-004,-3.7201016E-001, 2.4686144E+002, 1.1713736E+001, 4.2659531E+002,-2.1027135E+002, 3.5880899E+000, 3.1777607E+002
 2.6024394E+001, 5.7463413E+001, 1.8430435E-004,-4.0336628E-001, 2.4468258E+002, 1.1677081E+001, 4.1031431E+002,-2.0438350E+002, 3.5568226E+000, 3.1784154E+002
 2.6226407E+001, 5.7036377E+001, 1.9038689E-004,-4.2094119E-001, 2.4263352E+002, 1.1558695E+001, 4.3195925E+002,-2.0459252E+002, 3.4418959E+000, 3.1771778E+002
 2.6428420E+001, 5.6856048E+001, 1.9503073E-004,-4.5529746E-001, 2.3441845E+002, 1.1479860E+001, 3.6770691E+002,-1.7989899E+002, 3.3900098E+000, 3.1741383E+002
 2.6630433E+001, 5.5140567E+001, 1.9673388E-004,-6.2306567E-001, 2.1497251E+002, 1.1019586E+001, 3.1097556E+002,-1.4543823E+002, 3.0725867E+000, 3.1561284E+002
 2.6832446E+001, 5.4564977E+001, 1.9265909E-004,-4.5523235E-001, 2.3555059E+002, 1.0894050E+001, 4.3444397E+002,-2.0451526E+002, 3.0007503E+000, 3.1456631E+002
 2.7034459E+001, 5.4656677E+001, 1.8916719E-004,-4.5241070E-001, 2.3305303E+002, 1.0948262E+001, 4.2403285E+002,-1.9790524E+002, 3.0517344E+000, 3.1444659E+002
 2.7236472E+001, 5.6371315E+001, 1.8801641E-004,-4.4365699E-001, 2.3809488E+002, 1.1377323E+001, 4.3676012E+002,-2.0333943E+002, 3.4125639E+000, 3.1589076E+002
 2.7438485E+001, 5.7353686E+001, 1.9365064E-004,-3.8789990E-001, 2.4701467E+002, 1.1628066E+001, 4.5689661E+002,-2.2368208E+002, 3.5266304E+000, 3.1777797E+002
