s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
 2.7600095E+001, 5.7690358E+001, 2.0321785E-004,-4.2956873E-001, 2.3900833E+002, 1.1662254E+001, 4.1337181E+002,-1.9163190E+002, 3.5124743E+000, 3.1847311E+002
 2.7802108E+001, 5.6835681E+001, 2.1119636E-004,-5.7651920E-001, 2.2096990E+002, 1.1408785E+001, 3.6232888E+002,-1.5883141E+002, 3.3190099E+000, 3.1768298E+002
 2.8004121E+001, 5.5523209E+001, 2.1399251E-004,-5.3357768E-001, 2.2733145E+002, 1.1071132E+001, 4.1772501E+002,-1.8203281E+002, 3.0715266E+000, 3.1649011E+002
 2.8206134E+001, 5.4862834E+001, 2.1235249E-004,-5.0408217E-001, 2.2845859E+002, 1.0934186E+001, 4.2709512E+002,-1.8318458E+002, 2.9808317E+000, 3.1563396E+002
 2.8408147E+001, 5.5218150E+001, 2.0947160E-004,-5.3420200E-001, 2.2480358E+002, 1.1027535E+001, 4.2627643E+002,-1.7931222E+002, 3.0996498E+000, 3.1547919E+002
 2.8610160E+001, 5.5723686E+001, 2.0879179E-004,-4.7950691E-001, 2.3334352E+002, 1.1164896E+001, 4.4031077E+002,-1.9123354E+002, 3.1788104E+000, 3.1622248E+002
 2.8812173E+001, 5.6101283E+001, 2.1180037E-004,-4.2311879E-001, 2.4081914E+002, 1.1255228E+001, 4.5458258E+002,-2.0595782E+002, 3.2227006E+000, 3.1691815E+002
 2.9014186E+001, 5.6657218E+001, 2.1720060E-004,-4.5400598E-001, 2.3674933E+002, 1.1381825E+001, 4.5448431E+002,-1.9516360E+002, 3.3072731E+000, 3.1765592E+002
 2.9216199E+001, 5.6793019E+001, 2.2316410E-004,-4.6636046E-001, 2.3640192E+002, 1.1417210E+001, 4.5666253E+002,-1.8669660E+002, 3.3101321E+000, 3.1815814E+002
 2.9418212E+001, 5.6595838E+001, 2.2971985E-004,-4.3971677E-001, 2.4017325E+002, 1.1366426E+001, 4.6458037E+002,-1.9507694E+002, 3.2472198E+000, 3.1840914E+002
 2.9620225E+001, 5.6614433E+001, 2.3481294E-004,-4.3500332E-001, 2.4074083E+002, 1.1369850E+001, 4.6893862E+002,-1.9861068E+002, 3.2448406E+000, 3.1859827E+002
 2.9822238E+001, 5.6850898E+001, 2.3992801E-004,-4.2995501E-001, 2.4194555E+002, 1.1432453E+001, 4.7118695E+002,-1.9508360E+002, 3.2815661E+000, 3.1902309E+002
 3.0024251E+001, 5.7009916E+001, 2.4533064E-004,-4.2765321E-001, 2.4249478E+002, 1.1464138E+001, 4.7542290E+002,-1.9519503E+002, 3.2882957E+000, 3.1946291E+002
 3.0226264E+001, 5.6951085E+001, 2.5142951E-004,-4.3455868E-001, 2.4190303E+002, 1.1442236E+001, 4.7805187E+002,-1.9413083E+002, 3.2569805E+000, 3.1964004E+002
 3.0428277E+001, 5.6970281E+001, 2.5630356E-004,-4.2881329E-001, 2.4306577E+002, 1.1444547E+001, 4.8027900E+002,-1.9707370E+002, 3.2516923E+000, 3.1982373E+002
 3.0630290E+001, 5.7132464E+001, 2.6138442E-004,-3.9924889E-001, 2.4770294E+002, 1.1484465E+001, 4.8238899E+002,-2.0912338E+002, 3.2717439E+000, 3.2025550E+002
 3.0832303E+001, 5.7550233E+001, 2.6703760E-004,-3.7490382E-001, 2.5127888E+002, 1.1587433E+001, 4.8672210E+002,-2.1659613E+002, 3.3367807E+000, 3.2096061E+002
 3.1034316E+001, 5.7924239E+001, 2.7516279E-004,-4.0026399E-001, 2.4793094E+002, 1.1690308E+001, 4.8717722E+002,-2.0895865E+002, 3.3912072E+000, 3.2158563E+002
 3.1236329E+001, 5.7938988E+001, 2.8310976E-004,-4.3201538E-001, 2.4429922E+002, 1.1691704E+001, 4.8606061E+002,-2.0038027E+002, 3.3748765E+000, 3.2190589E+002
 3.1438342E+001, 5.7734777E+001, 2.9051148E-004,-4.2683411E-001, 2.4545381E+002, 1.1637208E+001, 4.8823937E+002,-2.0409741E+002, 3.3183977E+000, 3.2199707E+002
 3.1640355E+001, 5.7670370E+001, 2.9585155E-004,-4.1764300E-001, 2.4667901E+002, 1.1612182E+001, 4.9345927E+002,-2.0883252E+002, 3.2952874E+000, 3.2202746E+002
 3.1801965E+001, 5.7861710E+001, 3.0012581E-004,-4.1029466E-001, 2.4799105E+002, 1.1656761E+001, 4.9789872E+002,-2.1238991E+002, 3.3271795E+000, 3.2235262E+002
 3.2003978E+001, 5.8214977E+001, 3.0534573E-004,-3.9427608E-001, 2.5073063E+002, 1.1740599E+001, 5.0274440E+002,-2.1768281E+002, 3.3784617E+000, 3.2284846E+002
 3.2205991E+001, 5.8597181E+001, 3.1244612E-004,-3.8218912E-001, 2.5276912E+002, 1.1839695E+001, 5.0856840E+002,-2.2248113E+002, 3.4356558E+000, 3.2353570E+002
 3.2408004E+001, 5.8840970E+001, 3.2183287E-004,-3.9721391E-001, 2.5126407E+002, 1.1897927E+001, 5.0972588E+002,-2.1696384E+002, 3.4580862E+000, 3.2412526E+002
 3.2610017E+001, 5.9050204E+001, 3.3073521E-004,-3.7542607E-001, 2.5574281E+002, 1.1940909E+001, 5.1009721E+002,-2.2452135E+002, 3.4723934E+000, 3.2463665E+002
 3.2812030E+001, 5.9262913E+001, 3.4093381E-004,-3.3618632E-001, 2.6119346E+002, 1.1985014E+001, 5.1789001E+002,-2.3097038E+002, 3.4839166E+000, 3.2537343E+002
 3.3014043E+001, 5.9500377E+001, 3.5120317E-004,-3.3455452E-001, 2.6172562E+002, 1.2040812E+001, 5.2387485E+002,-2.2930195E+002, 3.5086322E+000, 3.2590069E+002
 3.3216056E+001, 5.9430278E+001, 3.6223163E-004,-3.6609201E-001, 2.5740740E+002, 1.2026489E+001, 5.1722121E+002,-2.1311675E+002, 3.4686803E+000, 3.2615652E+002
 3.3418069E+001, 5.8880509E+001, 3.6993086E-004,-4.0416136E-001, 2.5178826E+002, 1.1892549E+001, 5.0919331E+002,-2.1031936E+002, 3.3611776E+000, 3.2575922E+002
 3.3620082E+001, 5.8407484E+001, 3.7312202E-004,-4.0419988E-001, 2.5196668E+002, 1.1778139E+001, 5.0741512E+002,-2.1079698E+002, 3.2812113E+000, 3.2527265E+002
 3.3822095E+001, 5.8187513E+001, 3.7351603E-004,-3.9096060E-001, 2.5312152E+002, 1.1734414E+001, 5.0674602E+002,-2.1267935E+002, 3.2602509E+000, 3.2500222E+002
 3.4024108E+001, 5.8247131E+001, 3.7357972E-004,-4.2094508E-001, 2.4865649E+002, 1.1740393E+001, 5.0578325E+002,-2.0425607E+002, 3.2694856E+000, 3.2492331E+002
 3.4226121E+001, 5.7848860E+001, 3.7400614E-004,-4.4631274E-001, 2.4505931E+002, 1.1641351E+001, 4.9503894E+002,-1.9122161E+002, 3.1935204E+000, 3.2448349E+002
 3.4428134E+001, 5.7257346E+001, 3.7208627E-004,-4.4638222E-001, 2.4476698E+002, 1.1500703E+001, 4.9359887E+002,-1.9396835E+002, 3.0995665E+000, 3.2388508E+002
 3.4630147E+001, 5.6916773E+001, 3.6834024E-004,-4.4408057E-001, 2.4433197E+002, 1.1408337E+001, 4.9275762E+002,-1.9392018E+002, 3.0452174E+000, 3.2329150E+002
 3.4832160E+001, 5.6958197E+001, 3.6350634E-004,-4.4378947E-001, 2.4402950E+002, 1.1419954E+001, 4.9453975E+002,-1.9732164E+002, 3.0748958E+000, 3.2300962E+002
 3.5034173E+001, 5.7057561E+001, 3.6049253E-004,-4.4340784E-001, 2.4432069E+002, 1.1455864E+001, 4.9789016E+002,-1.9783932E+002, 3.1056315E+000, 3.2307068E+002
 3.5236186E+001, 5.7062775E+001, 3.5963472E-004,-4.3103354E-001, 2.4588636E+002, 1.1464485E+001, 4.9914031E+002,-1.9610626E+002, 3.1096333E+000, 3.2314334E+002
 3.5438199E+001, 5.7042819E+001, 3.5992318E-004,-4.3512269E-001, 2.4527316E+002, 1.1457616E+001, 4.9830712E+002,-1.9382058E+002, 3.1030705E+000, 3.2311357E+002
 3.5640212E+001, 5.7079725E+001, 3.6028137E-004,-4.3463912E-001, 2.4536688E+002, 1.1463219E+001, 5.0242656E+002,-1.9876891E+002, 3.1099090E+000, 3.2310911E+002
 3.5801822E+001, 5.7149301E+001, 3.6083436E-004,-4.3888620E-001, 2.4470065E+002, 1.1475074E+001, 5.0228963E+002,-1.9739576E+002, 3.1184039E+000, 3.2315539E+002
 3.6003835E+001, 5.7099539E+001, 3.6165266E-004,-4.4811266E-001, 2.4350092E+002, 1.1456890E+001, 4.9678571E+002,-1.8682114E+002, 3.1030958E+000, 3.2310492E+002
 3.6205848E+001, 5.6934289E+001, 3.6224627E-004,-4.3944774E-001, 2.4480231E+002, 1.1420846E+001, 4.9960412E+002,-1.9165000E+002, 3.0745325E+000, 3.2299689E+002
 3.6407861E+001, 5.6997768E+001, 3.6239968E-004,-4.2477234E-001, 2.4678610E+002, 1.1436298E+001, 5.1176584E+002,-2.0547848E+002, 3.0908005E+000, 3.2305181E+002
 3.6609874E+001, 5.7447798E+001, 3.6359406E-004,-4.2300505E-001, 2.4707212E+002, 1.1551797E+001, 5.1912529E+002,-2.0760386E+002, 3.1802567E+000, 3.2340353E+002
 3.6811887E+001, 5.7915777E+001, 3.6704791E-004,-4.2491892E-001, 2.4756971E+002, 1.1654814E+001, 5.1928353E+002,-2.0120774E+002, 3.2463549E+000, 3.2396274E+002
 3.7013900E+001, 5.8114455E+001, 3.7320809E-004,-4.0477833E-001, 2.5112242E+002, 1.1701374E+001, 5.2541338E+002,-2.0713927E+002, 3.2610308E+000, 3.2453909E+002
 3.7215913E+001, 5.8372962E+001, 3.8007560E-004,-3.6810477E-001, 2.5679487E+002, 1.1757506E+001, 5.4070641E+002,-2.2404639E+002, 3.2892188E+000, 3.2502034E+002
 3.7417926E+001, 5.9043227E+001, 3.8849615E-004,-3.6292164E-001, 2.5772398E+002, 1.1908844E+001, 5.5177743E+002,-2.2781181E+002, 3.3929147E+000, 3.2586627E+002
 3.7619939E+001, 5.9571605E+001, 3.9873965E-004,-3.5960696E-001, 2.5926076E+002, 1.2047610E+001, 5.5549354E+002,-2.2602862E+002, 3.4749540E+000, 3.2675601E+002
 3.7821952E+001, 5.9940895E+001, 4.1223735E-004,-3.5536041E-001, 2.6067662E+002, 1.2138188E+001, 5.5828857E+002,-2.3064237E+002, 3.5100104E+000, 3.2755944E+002
 3.8023965E+001, 6.0081008E+001, 4.2507171E-004,-3.3908749E-001, 2.6385274E+002, 1.2160554E+001, 5.6614259E+002,-2.3497388E+002, 3.5041992E+000, 3.2811085E+002
 3.8225978E+001, 6.0386695E+001, 4.3818578E-004,-3.2784852E-001, 2.6571921E+002, 1.2233538E+001, 5.7541484E+002,-2.3695694E+002, 3.5453991E+000, 3.2875794E+002
 3.8427991E+001, 6.0620016E+001, 4.5033527E-004,-3.2771729E-001, 2.6633417E+002, 1.2288093E+001, 5.7826957E+002,-2.3792099E+002, 3.5630232E+000, 3.2929361E+002
 3.8630004E+001, 6.0869676E+001, 4.6320684E-004,-3.2541716E-001, 2.6717382E+002, 1.2339514E+001, 5.7894676E+002,-2.4354237E+002, 3.5870178E+000, 3.2980343E+002
 3.8832017E+001, 6.1130865E+001, 4.7473052E-004,-3.2417892E-001, 2.6778139E+002, 1.2399611E+001, 5.8488799E+002,-2.4306235E+002, 3.6164714E+000, 3.3030924E+002
 3.9034030E+001, 6.1331527E+001, 4.8730603E-004,-3.2690113E-001, 2.6791310E+002, 1.2447128E+001, 5.9337244E+002,-2.4291584E+002, 3.6331362E+000, 3.3076010E+002
 3.9236043E+001, 6.1426938E+001, 4.9841401E-004,-3.2157795E-001, 2.6928574E+002, 1.2463300E+001, 5.9772732E+002,-2.4652020E+002, 3.6300990E+000, 3.3112223E+002
 3.9438056E+001, 6.1619609E+001, 5.0965815E-004,-3.0978818E-001, 2.7117127E+002, 1.2509310E+001, 5.9960889E+002,-2.5375964E+002, 3.6575553E+000, 3.3152624E+002
 3.9640069E+001, 6.1906324E+001, 5.2005237E-004,-3.2683938E-001, 2.6873467E+002, 1.2586153E+001, 6.0331884E+002,-2.4773980E+002, 3.6981131E+000, 3.3197792E+002
 3.9801679E+001, 6.2015201E+001, 5.3028677E-004,-3.3267465E-001, 2.6875062E+002, 1.2610032E+001, 6.0678808E+002,-2.4497073E+002, 3.7049866E+000, 3.3227496E+002
 4.0003692E+001, 6.2063647E+001, 5.3989961E-004,-3.0505843E-001, 2.7334389E+002, 1.2610908E+001, 6.0657397E+002,-2.5532921E+002, 3.6919389E+000, 3.3262933E+002
 4.0205705E+001, 6.2260005E+001, 5.4990620E-004,-2.6549915E-001, 2.8055127E+002, 1.2660137E+001, 6.0488036E+002,-2.7839002E+002, 3.7275158E+000, 3.3297276E+002
 4.0407718E+001, 6.2949584E+001, 5.6287901E-004,-3.4195069E-001, 2.6605472E+002, 1.2842524E+001, 5.1865018E+002,-2.2877196E+002, 3.8358296E+000, 3.3393220E+002
 4.0609731E+001, 6.2132282E+001, 5.7413335E-004,-3.4917636E-001, 2.7154290E+002, 1.2614418E+001, 5.5355267E+002,-2.4161877E+002, 3.6548650E+000, 3.3311022E+002
 4.0811744E+001, 6.2087564E+001, 5.7834865E-004,-2.3455970E-001, 2.8427301E+002, 1.2598045E+001, 5.8400220E+002,-2.7615819E+002, 3.6199191E+000, 3.3373149E+002
 4.1013757E+001, 6.1187410E+001, 5.8448179E-004,-3.7256753E-001, 2.6201572E+002, 1.2397124E+001, 4.7430692E+002,-2.0258791E+002, 3.4735787E+000, 3.3247083E+002
 4.1215770E+001, 6.1770924E+001, 5.7878599E-004,-2.7761156E-001, 2.7924179E+002, 1.2546123E+001, 5.5096604E+002,-2.5805787E+002, 3.6141762E+000, 3.3280452E+002
 4.1417783E+001, 6.1058123E+001, 5.7975872E-004,-3.4063387E-001, 2.6892727E+002, 1.2350119E+001, 5.2337072E+002,-2.3828335E+002, 3.4561337E+000, 3.3239091E+002
 4.1619796E+001, 6.0588797E+001, 5.7636036E-004,-4.0740542E-001, 2.5993972E+002, 1.2242153E+001, 4.8293196E+002,-2.1437945E+002, 3.3962560E+000, 3.3132097E+002
 4.1821809E+001, 5.9777258E+001, 5.6769152E-004,-4.1532731E-001, 2.5761258E+002, 1.2037433E+001, 4.7630803E+002,-2.1359427E+002, 3.2439531E+000, 3.3056672E+002
 4.2023822E+001, 5.9920393E+001, 5.5627985E-004,-3.3382071E-001, 2.6260701E+002, 1.2043673E+001, 4.8706399E+002,-2.2247939E+002, 3.3000508E+000, 3.3030266E+002
 4.2225835E+001, 5.9333886E+001, 5.4948040E-004,-3.6302861E-001, 2.6250512E+002, 1.1935687E+001, 4.5689097E+002,-2.1841765E+002, 3.2035670E+000, 3.2976739E+002
 4.2427848E+001, 6.0389798E+001, 5.4060292E-004,-3.7845354E-001, 2.6781193E+002, 1.2199129E+001, 4.4607671E+002,-2.3132168E+002, 3.4782194E+000, 3.2974044E+002
 4.2629861E+001, 6.1569572E+001, 5.4289700E-004,-3.8629634E-001, 2.5663879E+002, 1.2462802E+001, 4.3535728E+002,-1.8422303E+002, 3.6088738E+000, 3.3178208E+002
 4.2831874E+001, 6.2501590E+001, 5.5538144E-004,-2.5576053E-001, 2.8794304E+002, 1.2686804E+001, 6.4346656E+002,-2.7822138E+002, 3.7663549E+000, 3.3210231E+002
 4.3033887E+001, 6.7038863E+001, 5.7586514E-004,-1.0961571E-001, 3.1333924E+002, 1.3932766E+001, 7.2772995E+002,-3.3370012E+002, 4.5351639E+000, 3.3785588E+002
 4.3218473E+001, 6.7895746E+001, 6.3860945E-004,-2.2613050E-001, 2.9592243E+002, 1.4019524E+001, 5.8049751E+002,-2.6778793E+002, 4.5902870E+000, 3.3927387E+002
 4.3434748E+001, 7.0935459E+001, 6.9510530E-004,-1.2586753E-001, 3.1759482E+002, 1.4743980E+001, 7.5625602E+002,-3.0062095E+002, 4.9657879E+000, 3.4317682E+002
 4.3614977E+001, 7.2007529E+001, 7.6833680E-004,-7.0445731E-002, 3.2972763E+002, 1.5013337E+001, 8.0250458E+002,-3.4406571E+002, 5.0140875E+000, 3.4558658E+002
 4.3831252E+001, 7.6984310E+001, 8.4515194E-004, 9.6421523E-003, 3.5293614E+002, 1.6218243E+001, 8.4960118E+002,-4.0811099E+002, 5.8168653E+000, 3.5010934E+002
 4.4011481E+001, 8.5078172E+001, 9.6939804E-004, 2.0692362E-001, 4.0535265E+002, 1.8206694E+001, 9.9620404E+002,-5.9480594E+002, 6.9997877E+000, 3.5788833E+002
 4.4227756E+001, 8.7559704E+001, 1.1745040E-003,-1.3464312E-002, 3.5378450E+002, 1.8497979E+001, 8.3877511E+002,-3.2691935E+002, 7.0704203E+000, 3.6336622E+002
 4.4407985E+001, 8.4109219E+001, 1.3425854E-003,-1.6185729E-001, 3.3604692E+002, 1.7355323E+001, 7.6612478E+002,-3.0505063E+002, 6.2539550E+000, 3.6174898E+002
 4.4624260E+001, 8.1490300E+001, 1.3802737E-003, 1.6948751E-001, 3.9384564E+002, 1.7093296E+001, 1.1667687E+003,-4.8005581E+002, 5.8057720E+000, 3.5971825E+002
 4.4829674E+001, 8.4236492E+001, 1.3819103E-003, 1.0738460E-001, 3.8036977E+002, 1.7756865E+001, 9.7992412E+002,-4.1367673E+002, 6.4507038E+000, 3.6068575E+002
 4.5024228E+001, 8.8496023E+001, 1.4488851E-003, 2.0875399E-001, 4.0824012E+002, 1.8854300E+001, 1.2301651E+003,-4.9038169E+002, 7.0670642E+000, 3.6594722E+002
 4.5218782E+001, 9.0905724E+001, 1.5905180E-003, 2.9944093E-001, 4.2517336E+002, 1.9529730E+001, 1.3441567E+003,-5.4287912E+002, 7.3827826E+000, 3.6901555E+002
 4.5413336E+001, 9.4888244E+001, 1.7355316E-003, 3.0707108E-001, 4.3178329E+002, 2.0454282E+001, 1.3762931E+003,-5.5403200E+002, 7.9854420E+000, 3.7316487E+002
 4.5607890E+001, 9.6707460E+001, 1.9077117E-003, 2.7297393E-001, 4.2707382E+002, 2.0786391E+001, 1.3194161E+003,-5.2106425E+002, 8.0999080E+000, 3.7615411E+002
 4.5802444E+001, 9.7330376E+001, 2.0324349E-003, 3.5474349E-001, 4.4418568E+002, 2.1011060E+001, 1.4374155E+003,-5.9546469E+002, 8.1491281E+000, 3.7689172E+002
 4.6029423E+001, 9.9325844E+001, 2.1311095E-003, 3.9212932E-001, 4.5065683E+002, 2.1537106E+001, 1.4841178E+003,-6.0767768E+002, 8.4453584E+000, 3.7899312E+002
 4.6223977E+001, 1.0254484E+002, 2.2467880E-003, 4.5147711E-001, 4.6269311E+002, 2.2483955E+001, 1.5453593E+003,-6.5866986E+002, 8.9979079E+000, 3.8217300E+002
 4.6418531E+001, 1.0566828E+002, 2.4008429E-003, 5.4315994E-001, 4.7730206E+002, 2.3392047E+001, 1.6204559E+003,-7.1508304E+002, 9.4259618E+000, 3.8559788E+002
 4.6609549E+001, 1.0963855E+002, 2.5747685E-003, 9.8772660E-001, 5.1953649E+002, 2.5124531E+001, 1.8904328E+003,-9.9655367E+002, 1.0052722E+001, 3.9064011E+002
 4.6801749E+001, 1.2031637E+002, 2.9079681E-003, 1.0979717E+000, 5.4456147E+002, 2.7972115E+001, 1.9404608E+003,-1.0302005E+003, 1.1813212E+001, 4.0056265E+002
 4.7006120E+001, 1.4522307E+002, 3.5363555E-003, 1.3018493E+000, 5.9109779E+002, 3.3985673E+001, 2.6031015E+003,-1.1927442E+003, 1.5712732E+001, 4.1931228E+002
 4.7210491E+001, 1.5071961E+002, 4.6552150E-003, 7.5678757E-001, 5.4461358E+002, 3.4115824E+001, 1.8216872E+003,-7.5015898E+002, 1.5677327E+001, 4.2790936E+002
 4.7414863E+001, 1.3384465E+002, 4.6408758E-003, 9.9255300E-001, 5.6340018E+002, 3.0306228E+001, 1.9579316E+003,-8.9070342E+002, 1.2610851E+001, 4.1595240E+002
 4.7619234E+001, 1.2806855E+002, 4.0396555E-003, 9.3748840E-001, 5.4444607E+002, 2.9006505E+001, 1.8274579E+003,-7.9399892E+002, 1.2320758E+001, 4.0751722E+002
 4.7823605E+001, 1.2759307E+002, 3.8849131E-003, 1.0893953E+000, 5.5995881E+002, 2.9336704E+001, 1.8356173E+003,-9.0042349E+002, 1.2424522E+001, 4.0715456E+002
 4.8002430E+001, 1.3305367E+002, 3.9703360E-003, 1.3163371E+000, 5.8984348E+002, 3.1082101E+001, 2.4177206E+003,-1.0821743E+003, 1.3459255E+001, 4.1146782E+002
 4.8206801E+001, 1.5560573E+002, 4.4866215E-003, 1.9336031E+000, 6.6608359E+002, 3.7608428E+001, 3.2685879E+003,-1.5550501E+003, 1.7337063E+001, 4.2933530E+002
 4.8411173E+001, 1.7583583E+002, 5.7691577E-003, 1.8433665E+000, 6.7498056E+002, 4.2062441E+001, 2.9463324E+003,-1.3566128E+003, 1.9957903E+001, 4.4656605E+002
 4.8615544E+001, 1.6998926E+002, 6.4006861E-003, 1.6918116E+000, 6.5901122E+002, 3.9851446E+001, 2.3453781E+003,-1.1287020E+003, 1.8047464E+001, 4.4408751E+002
 4.8819915E+001, 1.5455756E+002, 5.8575905E-003, 1.5912776E+000, 6.3707566E+002, 3.6041920E+001, 2.2195341E+003,-1.0424814E+003, 1.5811456E+001, 4.3100412E+002
 4.9013271E+001, 1.5113053E+002, 5.2814971E-003, 2.2211507E+000, 6.8060230E+002, 3.6323519E+001, 3.3237174E+003,-1.5830769E+003, 1.5942698E+001, 4.2591252E+002
 4.9214260E+001, 1.5117876E+002, 5.4680694E-003, 8.5897742E-001, 5.3946731E+002, 3.3941987E+001, 1.5672860E+003,-5.4699151E+002, 1.5431444E+001, 4.2550362E+002
 4.9409220E+001, 1.1058825E+002, 4.4509769E-003, 6.6988714E-001, 5.0573408E+002, 2.3743952E+001, 1.5747618E+003,-6.5217441E+002, 8.6624634E+000, 3.9344865E+002
 4.9614832E+001, 1.0391037E+002, 3.1478427E-003, 5.0500676E-001, 4.6642817E+002, 2.2607048E+001, 1.4082706E+003,-6.1437146E+002, 8.9867263E+000, 3.8222881E+002
 4.9809389E+001, 1.0229828E+002, 2.9125418E-003, 3.5036521E-001, 4.4743854E+002, 2.2141892E+001, 1.3829779E+003,-6.0830057E+002, 8.8603989E+000, 3.8147384E+002
 5.0020971E+001, 1.0096318E+002, 2.7702227E-003, 3.2424362E-001, 4.4027634E+002, 2.1820945E+001, 1.3827224E+003,-6.1003421E+002, 8.7545108E+000, 3.7938748E+002
 5.0208233E+001, 1.0173724E+002, 2.6912249E-003, 3.2899442E-001, 4.4270828E+002, 2.2035805E+001, 1.3940841E+003,-6.3181432E+002, 8.9530149E+000, 3.7965703E+002
 5.0411546E+001, 1.0360433E+002, 2.6987620E-003, 3.9409876E-001, 4.5379156E+002, 2.2628475E+001, 1.4463795E+003,-6.7534266E+002, 9.2901265E+000, 3.8100134E+002
 5.0617534E+001, 1.0725571E+002, 2.7798168E-003, 5.0514982E-001, 4.7143958E+002, 2.3723565E+001, 1.5524221E+003,-7.3188594E+002, 9.8891030E+000, 3.8398818E+002
 5.0823522E+001, 1.1133331E+002, 2.9531398E-003, 5.4113754E-001, 4.7912379E+002, 2.4759004E+001, 1.6210197E+003,-7.3243527E+002, 1.0524753E+001, 3.8776643E+002
 5.1000083E+001, 1.1297034E+002, 3.1248683E-003, 7.2021555E-001, 5.0043009E+002, 2.5470940E+001, 1.6947950E+003,-8.5277761E+002, 1.0706736E+001, 3.9042868E+002
 5.1206071E+001, 1.2689763E+002, 3.3785802E-003, 1.2847733E+000, 5.6914021E+002, 2.9741514E+001, 2.3442802E+003,-1.1840124E+003, 1.3171339E+001, 3.9949589E+002
 5.1403112E+001, 1.4477470E+002, 4.1634539E-003, 1.3468075E+000, 5.9071640E+002, 3.4088444E+001, 2.2395486E+003,-1.0935976E+003, 1.5967206E+001, 4.1497546E+002
 5.1614670E+001, 1.5530157E+002, 5.0915420E-003, 1.4365140E+000, 6.0646914E+002, 3.6264636E+001, 2.6608978E+003,-1.2460556E+003, 1.7006002E+001, 4.2388462E+002
 5.1826228E+001, 1.7167435E+002, 5.7459132E-003, 1.7415725E+000, 6.4688756E+002, 4.0394755E+001, 2.9882264E+003,-1.3714375E+003, 1.9615282E+001, 4.3436443E+002
 5.2011341E+001, 1.6524442E+002, 6.3112556E-003, 9.4197196E-001, 5.6730733E+002, 3.7236940E+001, 1.8084897E+003,-7.0848494E+002, 1.7808089E+001, 4.3160789E+002
 5.2222899E+001, 1.3467552E+002, 5.4326713E-003, 8.6597769E-001, 5.4258425E+002, 2.9610960E+001, 1.6233921E+003,-7.1108936E+002, 1.2533159E+001, 4.0898456E+002
 5.2408012E+001, 1.1954770E+002, 4.1280444E-003, 8.0551026E-001, 5.1814025E+002, 2.6392668E+001, 1.4368573E+003,-6.4073481E+002, 1.1025617E+001, 3.9440078E+002
 5.2619569E+001, 1.1684679E+002, 3.6848293E-003, 9.9020190E-001, 5.3845851E+002, 2.6270019E+001, 1.7413025E+003,-8.2537931E+002, 1.0887216E+001, 3.9137261E+002
 5.2804682E+001, 1.2474670E+002, 3.6981987E-003, 1.0759634E+000, 5.4489308E+002, 2.8358335E+001, 1.8476592E+003,-7.9906011E+002, 1.2365082E+001, 3.9647536E+002
 5.3016240E+001, 1.2613257E+002, 3.9297626E-003, 8.5798810E-001, 5.2913174E+002, 2.8343754E+001, 1.8270784E+003,-8.0074133E+002, 1.2497866E+001, 3.9807397E+002
 5.3201353E+001, 1.2521620E+002, 3.9799005E-003, 1.0062693E+000, 5.4329606E+002, 2.8422709E+001, 1.9113694E+003,-9.0808673E+002, 1.2382062E+001, 3.9768797E+002
 5.3412911E+001, 1.2999336E+002, 4.0584397E-003, 9.0088693E-001, 5.3426093E+002, 2.9510356E+001, 1.8689711E+003,-8.7644173E+002, 1.3353716E+001, 4.0052179E+002
 5.3624469E+001, 1.3192859E+002, 4.2618220E-003, 1.0856050E+000, 5.5546261E+002, 3.0295937E+001, 1.9474162E+003,-1.0046383E+003, 1.3628364E+001, 4.0269462E+002
 5.3809582E+001, 1.4559243E+002, 4.5290020E-003, 1.5258741E+000, 5.9616766E+002, 3.4240450E+001, 2.3953752E+003,-1.3167467E+003, 1.6113634E+001, 4.1114319E+002
 5.4021139E+001, 1.7725713E+002, 5.6204832E-003, 1.9166754E+000, 6.5989448E+002, 4.2241832E+001, 3.9389337E+003,-1.9681738E+003, 2.1521442E+001, 4.2938763E+002
 5.4208220E+001, 2.1300116E+002, 8.0125553E-003, 2.0939060E+000, 7.0528021E+002, 5.0858027E+001, 2.7905259E+003,-1.4605575E+003, 2.6713210E+001, 4.5711472E+002
 5.4416087E+001, 1.7895821E+002, 8.0961933E-003, 1.3940100E+000, 6.2674852E+002, 4.0468036E+001, 2.0120994E+003,-8.8400409E+002, 1.9299175E+001, 4.3754544E+002
 5.4607324E+001, 1.4035362E+002, 5.6834083E-003, 1.4747540E+000, 6.0177844E+002, 3.1943102E+001, 1.9055310E+003,-8.6230992E+002, 1.4019134E+001, 4.0812000E+002
 5.4813112E+001, 1.3069591E+002, 4.7883826E-003, 1.2294224E+000, 5.7101180E+002, 2.9752137E+001, 1.8069637E+003,-8.0430707E+002, 1.2978607E+001, 4.0078158E+002
 5.5018901E+001, 1.2482222E+002, 4.3538831E-003, 1.1704579E+000, 5.5831629E+002, 2.8521885E+001, 1.7951900E+003,-8.0539955E+002, 1.2327120E+001, 3.9584401E+002
 5.5213256E+001, 1.2439594E+002, 4.1602908E-003, 1.0804880E+000, 5.4795307E+002, 2.8398144E+001, 1.8145240E+003,-8.3264123E+002, 1.2433107E+001, 3.9482575E+002
