,Source,Departure Time,Destination,Arrival Time,Date,Price,Airline,Timestamp
49,LGA,1:15 PM,BOS,2:31 PM,12th May,$229,JetBlue,2023-05-12 00:46:21.959081
50,JFK,2:15 PM,BOS,3:46 PM,12th May,$239,JetBlue,2023-05-12 00:46:21.961243
51,LGA,5:59 PM,BOS,7:32 PM,12th May,$244,Delta,2023-05-12 00:46:21.963381
52,JFK,10:00 AM,BOS,11:24 AM,12th May,$289,Delta,2023-05-12 00:46:21.965457
53,LGA,1:59 PM,BOS,3:24 PM,12th May,$289,Delta,2023-05-12 00:46:21.967550
54,JFK,4:29 PM,BOS,6:10 PM,12th May,$289,Delta,2023-05-12 00:46:21.970184
55,LGA,5:00 PM,BOS,6:30 PM,12th May,$289,Delta,2023-05-12 00:46:21.972749
56,LGA,8:00 PM,BOS,9:14 PM,12th May,$289,Delta,2023-05-12 00:46:21.975323
57,JFK,3:30 PM,BOS,4:58 PM,12th May,$389,JetBlue,2023-05-12 00:46:21.978656
58,JFK,10:30 AM,BOS,11:40 AM,12th May,$419,JetBlue,2023-05-12 00:46:21.981340
59,LGA,12:15 PM,BOS,1:32 PM,12th May,$419,JetBlue,2023-05-12 00:46:21.983995
60,JFK,10:29 PM,BOS,11:50 PM,12th May,$419,JetBlue,2023-05-12 00:46:21.987262
